fact_id,text
fact_date_date_since_1809_1809_2024_since_1809_there_has_been_the_state_fire_insurance_with_model_registration_of_construction_activity,Since 1809 there has been the state fire insurance with model registration of construction activity.
fact_place_place_zurich_switzerland_zurich_becomes_more_a_residential_city_again_except_for_the_old_town,"Zurich becomes more a residential city again, except for the old town."
fact_date_date_1906_1906_1906_the_total_insurance_value_of_private_buildings_with_and_without_apartments_and_public_buildings_was_in_1906_681_9_million_swiss_francs,The total insurance value of private buildings with and without apartments and public buildings was in 1906 681.9 million Swiss francs.
fact_place_place_zurich_switzerland_in_1906_there_were_a_total_of_35_900_apartments_in_the_city,"In 1906, there were a total of 35,900 apartments in the city."
fact_date_date_1906_1906_1906_in_1906_there_were_a_total_of_35_900_apartments_in_the_city,"In 1906, there were a total of 35,900 apartments in the city."
fact_place_place_zurich_switzerland_the_paragraph_is_from_a_page_about_zurich,The paragraph is from a page about Zurich.
fact_place_place_zurich_switzerland_the_periodic_reports_of_the_statistical_office_of_the_city_of_zurich_are_used_as_sources,The periodic reports of the statistical office of the city of Zurich are used as sources.
fact_place_place_zurich_switzerland_wolff_h_wrote_about_zurich_s_population_since_the_city_unification_1893_1906,"Wolff, H. wrote about Zurich's population since the city unification (1893–1906)."
fact_place_place_zurich_switzerland_the_immigration_into_the_city_is_analyzed_according_to_the_kilometer_distance_of_immigration_regions,The immigration into the city is analyzed according to the kilometer distance of immigration regions.
fact_place_place_zurich_switzerland_wolff_h_gave_a_lecture_on_zurich_s_structural_development_especially_housing_construction_at_the_statistical_and_economic_society_of_the_canton_of_zurich_in_january,"Wolff, H. gave a lecture on Zurich’s structural development, especially housing construction, at the Statistical and Economic Society of the Canton of Zurich in January 1908."
fact_date_date_1893_1906_1893_1906_wolff_h_wrote_about_zurich_s_population_since_the_city_unification_1893_1906,"Wolff, H. wrote about Zurich's population since the city unification (1893–1906)."
fact_date_date_1907_1907_1907_annual_report_of_the_city_council_for_1907,Annual report of the city council for 1907.
fact_date_date_1908_1908_1908_wolff_h_gave_a_lecture_on_zurich_s_structural_development_in_january_1908,"Wolff, H. gave a lecture on Zurich’s structural development in January 1908."
fact_place_place_lake_the_natural_water_conditions_of_the_lake_likely_influenced_the_city_s_health_conditions,The natural water conditions of the lake likely influenced the city’s health conditions.
fact_place_place_limmat_zurich_switzerland_the_natural_water_conditions_of_the_limmat_likely_influenced_the_city_s_health_conditions,The natural water conditions of the Limmat likely influenced the city’s health conditions.
fact_place_place_limmat_zurich_switzerland_in_1553_one_could_paddle_around_fraumünster_in_a_canoe_on_the_limmat,"In 1553, one could paddle around Fraumünster in a canoe on the Limmat."
fact_place_place_limmat_zurich_switzerland_in_1556_the_limmat_flowed_over_the_mill_piers,"In 1556, the Limmat flowed over the mill piers."
fact_place_place_sihl_zurich_switzerland_the_natural_water_conditions_of_the_sihl_likely_influenced_the_city_s_health_conditions,The natural water conditions of the Sihl likely influenced the city’s health conditions.
fact_place_place_zurich_switzerland_the_natural_water_conditions_of_the_lake_limmat_and_sihl_likely_influenced_the_city_s_health_conditions,"The natural water conditions of the lake, Limmat, and Sihl likely influenced the city’s health conditions."
fact_place_place_house_zum_schwert_in_1344_an_inundation_washed_away_the_house_zum_schwert,"In 1344, an inundation washed away the house “zum Schwert”."
fact_place_place_three_mills_in_1344_an_inundation_washed_away_three_mills,"In 1344, an inundation washed away three mills."
fact_place_place_hardturm_bridge_zurich_switzerland_in_1344_debris_from_the_inundation_destroyed_the_bridge_at_hardturm,"In 1344, debris from the inundation destroyed the bridge at Hardturm."
fact_place_place_fraumünster_zurich_switzerland_in_1553_one_could_paddle_around_fraumünster_in_a_canoe,"In 1553, one could paddle around Fraumünster in a canoe."
fact_date_date_1344_1344_1344_in_1344_an_inundation_washed_away_the_house_zum_schwert_and_three_mills_whose_debris_destroyed_the_bridge_at_hardturm,"In 1344, an inundation washed away the house “zum Schwert” and three mills, whose debris destroyed the bridge at Hardturm."
fact_date_date_1553_1553_1553_in_1553_one_could_paddle_around_fraumünster_in_a_canoe,"In 1553, one could paddle around Fraumünster in a canoe."
fact_date_date_1556_1556_1556_in_1556_the_limmat_flowed_over_the_mill_piers,"In 1556, the Limmat flowed over the mill piers."
fact_place_place_sihl_zurich_switzerland_the_sihl_also_occasionally_flooded_the_platzspitz,The Sihl also occasionally flooded the Platzspitz.
fact_place_place_platzspitz_zurich_switzerland_the_sihl_also_occasionally_flooded_the_platzspitz,The Sihl also occasionally flooded the Platzspitz.
fact_place_place_weinplatz_zurich_switzerland_in_1404_and_1512_one_could_walk_dryfoot_from_weinplatz_to_the_town_hall,"In 1404 and 1512, one could walk dryfoot from Weinplatz to the town hall."
fact_place_place_weinplatz_zurich_switzerland_weinplatz_was_then_called_kornhausplatz_in_1404_and_1512,Weinplatz was then called Kornhausplatz in 1404 and 1512.
fact_place_place_town_hall_in_1404_and_1512_one_could_walk_dryfoot_from_weinplatz_to_the_town_hall,"In 1404 and 1512, one could walk dryfoot from Weinplatz to the town hall."
fact_place_place_lower_vegetable_bridge_the_big_stone_below_the_lower_vegetable_bridge_was_dry_in_1580_1585_1654_1740_and_1814,"The big stone below the lower (vegetable) bridge was dry in 1580, 1585, 1654, 1740, and 1814."
fact_date_date_1404_1404_1404_in_1404_one_could_walk_dryfoot_from_weinplatz_to_the_town_hall,"In 1404, one could walk dryfoot from Weinplatz to the town hall."
fact_date_date_1512_1512_1512_in_1512_one_could_walk_dryfoot_from_weinplatz_to_the_town_hall,"In 1512, one could walk dryfoot from Weinplatz to the town hall."
fact_date_date_1580_1580_1580_the_big_stone_below_the_lower_vegetable_bridge_was_dry_in_1580,The big stone below the lower (vegetable) bridge was dry in 1580.
fact_date_date_1585_1585_1585_the_big_stone_below_the_lower_vegetable_bridge_was_dry_in_1585,The big stone below the lower (vegetable) bridge was dry in 1585.
fact_date_date_1654_1654_1654_the_big_stone_below_the_lower_vegetable_bridge_was_dry_in_1654,The big stone below the lower (vegetable) bridge was dry in 1654.
fact_date_date_1740_1740_1740_the_big_stone_below_the_lower_vegetable_bridge_was_dry_in_1740,The big stone below the lower (vegetable) bridge was dry in 1740.
fact_date_date_1814_1814_1814_the_big_stone_below_the_lower_vegetable_bridge_was_dry_in_1814,The big stone below the lower (vegetable) bridge was dry in 1814.
fact_date_date_1908_1908_1908_in_1908_water_levels_were_very_low_but_caused_no_further_major_disadvantages,"In 1908, water levels were very low but caused no further major disadvantages."
fact_place_place_lake_zurich_zurich_switzerland_the_average_lake_level_is_409_2_m_above_sea_level,The average lake level is 409.2 m above sea level.
fact_place_place_lake_zurich_zurich_switzerland_the_highest_lake_level_reached_was_411_00_m_on_july_8_1817,"The highest lake level reached was 411.00 m on July 8, 1817."
fact_place_place_lake_zurich_zurich_switzerland_the_lowest_lake_levels_recorded_were_408_50_m_on_january_29_1854_408_56_m_on_february_25_1882_and_408_60_m_on_february_25_1891,"The lowest lake levels recorded were 408.50 m on January 29, 1854, 408.56 m on February 25, 1882, and 408.60 m on February 25, 1891."
fact_place_place_lake_zurich_zurich_switzerland_the_zero_point_of_lake_and_limmat_gauges_was_411_28_m_in_march_1909,The zero point of lake and Limmat gauges was 411.28 m in March 1909.
fact_place_place_lake_zurich_zurich_switzerland_the_lake_area_is_87_78_km²,The lake area is 87.78 km².
fact_place_place_lake_zurich_zurich_switzerland_the_water_content_of_the_lake_is_4_000_million_m³,"The water content of the lake is 4,000 million m³."
fact_place_place_lake_zurich_zurich_switzerland_the_catchment_area_is_1_819_7_km²,"The catchment area is 1,819.7 km²."
fact_place_place_limmat_zurich_switzerland_average_discharge_of_limmat_and_schanzengraben_is_87_m³_s,Average discharge of Limmat and Schanzengraben is 87 m³/s.
fact_place_place_limmat_zurich_switzerland_maximum_discharge_was_350_m³_s_on_june_15_1876,"Maximum discharge was 350 m³/s on June 15, 1876."
fact_place_place_limmat_zurich_switzerland_minimum_discharge_was_15_5_m³_s_on_february_25_1891,"Minimum discharge was 15.5 m³/s on February 25, 1891."
fact_place_place_schanzengraben_zurich_switzerland_average_discharge_of_limmat_and_schanzengraben_is_87_m³_s,Average discharge of Limmat and Schanzengraben is 87 m³/s.
fact_place_place_schanzengraben_zurich_switzerland_maximum_discharge_was_350_m³_s_on_june_15_1876,"Maximum discharge was 350 m³/s on June 15, 1876."
fact_place_place_schanzengraben_zurich_switzerland_minimum_discharge_was_15_5_m³_s_on_february_25_1891,"Minimum discharge was 15.5 m³/s on February 25, 1891."
fact_date_date_july_8_1817_1817_1817_the_highest_lake_level_reached_was_411_00_m_on_july_8_1817,"The highest lake level reached was 411.00 m on July 8, 1817."
fact_date_date_january_29_1854_1854_1854_the_lowest_lake_level_recorded_was_408_50_m_on_january_29_1854,"The lowest lake level recorded was 408.50 m on January 29, 1854."
fact_date_date_february_25_1882_1882_1882_the_lowest_lake_level_recorded_was_408_56_m_on_february_25_1882,"The lowest lake level recorded was 408.56 m on February 25, 1882."
fact_date_date_february_25_1891_1891_1891_the_lowest_lake_level_recorded_was_408_60_m_on_february_25_1891,"The lowest lake level recorded was 408.60 m on February 25, 1891."
fact_date_date_february_25_1891_1891_1891_minimum_discharge_was_15_5_m³_s_on_february_25_1891,"Minimum discharge was 15.5 m³/s on February 25, 1891."
fact_date_date_march_1909_1909_1909_the_zero_point_of_lake_and_limmat_gauges_was_411_28_m_in_march_1909,The zero point of lake and Limmat gauges was 411.28 m in March 1909.
fact_date_date_june_15_1876_1876_1876_maximum_discharge_was_350_m³_s_on_june_15_1876,"Maximum discharge was 350 m³/s on June 15, 1876."
fact_place_place_lake_the_lake_acts_health_conserving_as_a_general_climatic_factor_and_as_a_bathing_opportunity,The lake acts health-conserving as a general climatic factor and as a bathing opportunity.
fact_place_place_lake_the_average_surface_temperature_of_the_lake_is_10_9_c,The average surface temperature of the lake is 10.9 °C.
fact_place_place_lake_the_maximum_surface_temperature_of_the_lake_is_22_0_c,The maximum surface temperature of the lake is 22.0 °C.
fact_place_place_lake_at_16_m_depth_the_lake_temperature_is_5_9_or_11_6_c,"At 16 m depth, the lake temperature is 5.9 or 11.6 °C."
fact_place_place_lake_individuals_bathe_in_the_lake_even_in_winter_including_during_frozen_lake_conditions,"Individuals bathe in the lake even in winter, including during frozen lake conditions."
fact_place_place_zurich_switzerland_the_city_of_zurich_maintains_11_public_bathhouses_in_the_lake_in_the_limmat_and_in_the_schanzengraben,"The city of Zurich maintains 11 public bathhouses in the lake, in the Limmat, and in the Schanzengraben."
fact_place_place_zurich_switzerland_the_bathhouses_register_300_000_to_400_000_visitors_annually,"The bathhouses register 300,000 to 400,000 visitors annually."
fact_place_place_zurich_switzerland_three_of_the_bathhouses_are_free,Three of the bathhouses are free.
fact_place_place_zurich_switzerland_the_city_grants_annual_subsidies_to_the_air_and_sun_bath_facilities_of_the_nature_cure_association,The city grants annual subsidies to the air and sun bath facilities of the nature cure association.
fact_place_place_zurich_switzerland_the_city_recently_expanded_the_men_s_bathhouse_at_bürkliplatz_for_air_baths,The city recently expanded the men's bathhouse at Bürkliplatz for air baths.
fact_place_place_limmat_zurich_switzerland_the_city_of_zurich_maintains_public_bathhouses_in_the_limmat,The city of Zurich maintains public bathhouses in the Limmat.
fact_place_place_schanzengraben_zurich_switzerland_the_city_of_zurich_maintains_public_bathhouses_in_the_schanzengraben,The city of Zurich maintains public bathhouses in the Schanzengraben.
fact_place_place_bürkliplatz_zurich_switzerland_the_men_s_bathhouse_at_bürkliplatz_was_recently_expanded_for_air_baths,The men's bathhouse at Bürkliplatz was recently expanded for air baths.
